timestamp,scenario,model_label,model_path,runtime,execution,temperature,n_predict,ctx,prompt_id,task_type,repeat,prompt,expected,reference_for_bertscore,output,exact_match,accuracy,keyword_overlap_discursive,wall_time_seconds,load_time_ms,prompt_eval_time_ms,prompt_tokens,prompt_tokens_per_second,eval_time_ms,eval_runs,generation_tokens_per_second,total_inference_latency_ms,ttft_warm_estimate_ms,ttft_cold_estimate_ms,timeout,return_code,raw_log_file,stressor,stressor_workers,stressor_log,inference_core,stress_core,isolation_strategy,bertscore_precision,bertscore_recall,bertscore_f1
2025-09-24T11:52:55.346902,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_001,closed,2,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,C,0.0,0.0,,13.4665,1379.53,9975.71,57,5.71,257.21,1,3.89,10240.24,10232.92,11612.45,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_001_run2_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:53:08.710303,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_001,closed,3,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,A,0.0,0.0,,13.3602,1330.61,9969.35,57,5.72,258.17,1,3.87,10234.71,10227.52,11558.13,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_001_run3_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:53:21.922982,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_002,closed,1,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1.0,1.0,,13.2093,1290.11,9944.91,57,5.73,256.97,1,3.89,10209.02,10201.88,11491.99,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_002_run1_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:53:35.424243,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_002,closed,2,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1.0,1.0,,13.4978,1368.26,10018.22,57,5.69,257.92,1,3.88,10283.4,10276.14,11644.4,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_002_run2_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:53:48.953713,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_002,closed,3,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1.0,1.0,,13.5261,1361.9,10044.75,57,5.67,257.69,1,3.88,10309.76,10302.44,11664.34,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_002_run3_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:54:04.067008,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_001,structured,1,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","```json { ""name"": ""Marco"", ""age"": 21 } ```",0.0,1.0,,15.1098,1355.84,6507.24,37,5.69,5398.23,21,3.89,11935.95,6764.2986,8120.1386,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_001_run1_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:54:19.019692,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_001,structured,2,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","```json { ""name"": ""Marco"", ""age"": 21 } ```",0.0,1.0,,14.949,1309.04,6487.34,37,5.7,5358.73,21,3.92,11876.38,6742.5176,8051.5576,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_001_run2_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:54:34.141492,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_001,structured,3,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","```json { ""name"": ""Marco"", ""age"": 21 } ```",0.0,1.0,,15.1182,1359.26,6479.19,37,5.71,5373.78,21,3.91,11883.69,6735.0843,8094.3443,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_001_run3_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:54:49.388793,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_002,structured,1,Extract product and price as JSON only: The keyboard costs 35 euros.,keyboard 35,"{""product"":""keyboard"",""price"":35}","```json { ""product"": ""Keyboard"", ""price"": ""35 euros"" } ```",0.0,1.0,,15.2433,1312.8,6529.84,37,5.67,5632.51,22,3.91,12194.81,6785.8632,8098.6632,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_002_run1_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:55:04.504723,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_002,structured,2,Extract product and price as JSON only: The keyboard costs 35 euros.,keyboard 35,"{""product"":""keyboard"",""price"":35}","```json { ""product"": ""keyboard"", ""price"": 35 } ```",0.0,1.0,,15.1121,1319.73,6515.52,37,5.68,5388.11,21,3.9,11934.47,6772.0967,8091.8267,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_002_run2_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:55:19.525106,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_002,structured,3,Extract product and price as JSON only: The keyboard costs 35 euros.,keyboard 35,"{""product"":""keyboard"",""price"":35}","```json { ""product"": ""keyboard"", ""price"": ""35"" } ```",0.0,1.0,,15.0165,1347.99,6527.3,37,5.67,5390.95,21,3.9,11948.44,6784.0119,8132.0019,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_002_run3_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:55:45.929129,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_003,structured,1,Extract the following information as JSON only: Luca bought a monitor for 149 euros on Monday and a mouse for 25 euros on Tuesday.,Luca monitor 149 mouse 25,"{""buyer"":""Luca"",""items"":[{""product"":""monitor"",""price"":149},{""product"":""mouse"",""price"":25}]}","```json { ""monday"": { ""price"": 149, ""description"": ""Monitor"" }, ""tuesday"": { ""price"": 25, ""description"": ""Mouse"" } } ```",0.0,0.0,,26.4001,1359.44,9117.44,52,5.7,14007.82,53,3.78,23196.97,9381.7385,10741.1785,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_003_run1_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:56:12.719324,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_003,structured,2,Extract the following information as JSON only: Luca bought a monitor for 149 euros on Monday and a mouse for 25 euros on Tuesday.,Luca monitor 149 mouse 25,"{""buyer"":""Luca"",""items"":[{""product"":""monitor"",""price"":149},{""product"":""mouse"",""price"":25}]}","```json { ""monday"": { ""price"": 149, ""quantity"": 1 }, ""tuesday"": { ""price"": 25, ""quantity"": 1 } } ```",0.0,0.0,,26.7861,1317.1,9169.03,52,5.67,14374.14,53,3.69,23613.99,9440.2402,10757.3402,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_003_run2_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:56:34.969001,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_003,structured,3,Extract the following information as JSON only: Luca bought a monitor for 149 euros on Monday and a mouse for 25 euros on Tuesday.,Luca monitor 149 mouse 25,"{""buyer"":""Luca"",""items"":[{""product"":""monitor"",""price"":149},{""product"":""mouse"",""price"":25}]}","```json { ""monday"": { ""price"": 149 }, ""tuesday"": { ""price"": 25 } } ```",0.0,0.0,,22.2453,1294.92,9094.45,52,5.72,9991.92,39,3.9,19139.24,9350.6531,10645.5731,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_003_run3_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:56:48.597358,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,class_001,closed,1,"Classify the following request as one of: urgent, normal, low. Request: The system temperature is increasing and inference latency is above the expected threshold. Answer only with the class.",urgent,urgent,urgent,1.0,1.0,,13.6243,1342.99,10152.89,58,5.71,257.85,1,3.88,10418.41,10410.74,11753.73,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_class_001_run1_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:57:02.641272,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,class_001,closed,2,"Classify the following request as one of: urgent, normal, low. Request: The system temperature is increasing and inference latency is above the expected threshold. Answer only with the class.",urgent,urgent,Urgent,1.0,1.0,,14.0396,1289.99,10136.89,58,5.72,767.54,3,3.91,10914.38,10392.7367,11682.7267,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_class_001_run2_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:57:16.073402,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,class_001,closed,3,"Classify the following request as one of: urgent, normal, low. Request: The system temperature is increasing and inference latency is above the expected threshold. Answer only with the class.",urgent,urgent,urgent,1.0,1.0,,13.428,1279.81,10140.9,58,5.72,257.79,1,3.88,10406.25,10398.69,11678.5,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_class_001_run3_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:57:29.463522,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_001,closed,1,A model response must arrive within 3 seconds. The measured inference time is 4.2 seconds. Did the system meet the deadline? Answer only yes or no.,no,no,Yes.,0.0,0.0,,13.3858,1374.07,9654.68,55,5.7,515.68,2,3.88,10178.72,9912.52,11286.59,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_001_run1_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:57:42.737349,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_001,closed,2,A model response must arrive within 3 seconds. The measured inference time is 4.2 seconds. Did the system meet the deadline? Answer only yes or no.,no,no,No.,0.0,1.0,,13.2695,1377.19,9640.5,55,5.71,515.0,2,3.88,10163.81,9898.0,11275.19,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_001_run2_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
2025-09-24T11:57:56.103785,stress_cpu_matrix_process_isolation,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_001,closed,3,A model response must arrive within 3 seconds. The measured inference time is 4.2 seconds. Did the system meet the deadline? Answer only yes or no.,no,no,No.,0.0,1.0,,13.3619,1355.31,9635.12,55,5.71,523.7,2,3.82,10167.27,9896.97,11252.28,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_001_run3_20250924_114955.txt,stress-ng cpu matrixprod pinned,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_process_isolation_temp_07_20250924_114950.log,0,1,"Process isolation using taskset: inference pinned to core 0, stress-ng pinned to core 1",,,
