timestamp,scenario,model_label,model_path,runtime,execution,temperature,n_predict,ctx,prompt_id,task_type,repeat,prompt,expected,reference_for_bertscore,output,exact_match,accuracy,keyword_overlap_discursive,wall_time_seconds,load_time_ms,prompt_eval_time_ms,prompt_tokens,prompt_tokens_per_second,eval_time_ms,eval_runs,generation_tokens_per_second,total_inference_latency_ms,ttft_warm_estimate_ms,ttft_cold_estimate_ms,timeout,return_code,raw_log_file,stressor,stressor_workers,stressor_log,inference_core,stress_core,isolation_strategy
2025-09-24T12:57:11.485914,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_001,closed,2,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,B,1,1,,13.2081,1302.03,9833.41,57,5.8,246.83,1,4.05,10087.13,10080.24,11382.27,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_001_run2_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T12:57:24.811436,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_001,closed,3,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,A,0,0,,13.321,1351.67,9852.99,57,5.79,247.01,1,4.05,10106.87,10100.0,11451.67,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_001_run3_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T12:57:37.829465,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_002,closed,1,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1,1,,13.0133,1247.17,9813.89,57,5.81,246.78,1,4.05,10067.51,10060.67,11307.84,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_002_run1_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T12:57:50.975983,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_002,closed,2,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,A,0,0,,13.1419,1262.76,9924.17,57,5.74,252.49,1,3.96,10183.58,10176.66,11439.42,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_002_run2_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T12:58:04.111289,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_002,closed,3,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1,1,,13.1306,1308.35,9783.16,57,5.83,246.81,1,4.05,10036.79,10029.97,11338.32,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_002_run3_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T12:58:18.792335,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_001,structured,1,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","```json { ""name"": ""Marco"", ""age"": 21 } ```",0,1,,14.6762,1332.82,6355.43,37,5.82,5112.6,21,4.11,11496.58,6598.8871,7931.7071,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_001_run1_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T12:58:33.469774,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_001,structured,2,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","```json { ""name"": ""Marco"", ""age"": 21 } ```",0,1,,14.6725,1266.85,6429.14,37,5.76,5247.87,21,4.0,11705.83,6679.0386,7945.8886,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_001_run2_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T12:58:47.976841,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_001,structured,3,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","```json { ""name"": ""Marco"", ""age"": 21 } ```",0,1,,14.5021,1272.58,6363.12,37,5.81,5105.97,21,4.11,11498.05,6606.2614,7878.8414,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_001_run3_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T12:59:02.640083,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_002,structured,1,Extract product and price as JSON only: The keyboard costs 35 euros.,keyboard 35,"{""product"":""keyboard"",""price"":35}","```json { ""product"": ""Keyboard"", ""price"": 35 } ```",0,1,,14.6582,1307.83,6389.13,37,5.79,5135.86,21,4.09,11554.39,6633.6948,7941.5248,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_002_run1_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T12:59:17.247891,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_002,structured,2,Extract product and price as JSON only: The keyboard costs 35 euros.,keyboard 35,"{""product"":""keyboard"",""price"":35}","```json { ""product"": ""keyboard"", ""price"": ""35"" } ```",0,1,,14.6027,1265.46,6357.42,37,5.82,5190.68,21,4.05,11576.48,6604.5952,7870.0552,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_002_run2_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T12:59:31.980673,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_002,structured,3,Extract product and price as JSON only: The keyboard costs 35 euros.,keyboard 35,"{""product"":""keyboard"",""price"":35}","```json { ""product"": ""keyboard"", ""price"": 35 } ```",0,1,,14.7275,1353.18,6358.45,37,5.82,5189.51,21,4.05,11576.76,6605.5695,7958.7495,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_002_run3_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T13:00:01.622231,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_003,structured,1,Extract the following information as JSON only: Luca bought a monitor for 149 euros on Monday and a mouse for 25 euros on Tuesday.,Luca monitor 149 mouse 25,"{""buyer"":""Luca"",""items"":[{""product"":""monitor"",""price"":149},{""product"":""mouse"",""price"":25}]}","```json { ""monday"": { ""cost"": 149, ""description"": ""Luca bought a monitor for 149 euros"" }, ""tuesday"": { ""cost"": 25, ""description"": ""Luca bought a mouse for 25 euros"" } } ```",0,1,,29.6362,1252.16,8911.65,52,5.84,17699.22,72,4.07,26699.12,9157.4725,10409.6325,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_003_run1_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T13:00:26.717947,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_003,structured,2,Extract the following information as JSON only: Luca bought a monitor for 149 euros on Monday and a mouse for 25 euros on Tuesday.,Luca monitor 149 mouse 25,"{""buyer"":""Luca"",""items"":[{""product"":""monitor"",""price"":149},{""product"":""mouse"",""price"":25}]}","```json { ""monitor"": { ""cost"": 149, ""buyer"": ""Luca"" }, ""mouse"": { ""cost"": 25, ""buyer"": ""Luca"" } } ```",0,1,,25.0902,1250.12,8967.46,52,5.8,13102.35,53,4.05,22136.03,9214.6742,10464.7942,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_003_run2_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T13:00:48.531773,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_003,structured,3,Extract the following information as JSON only: Luca bought a monitor for 149 euros on Monday and a mouse for 25 euros on Tuesday.,Luca monitor 149 mouse 25,"{""buyer"":""Luca"",""items"":[{""product"":""monitor"",""price"":149},{""product"":""mouse"",""price"":25}]}","```json { ""monday"": { ""price"": 149 }, ""tuesday"": { ""price"": 25 } } ```",0,0,,21.8082,1330.98,8975.59,52,5.79,9593.88,39,4.07,18619.67,9221.5869,10552.5669,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_003_run3_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T13:01:02.372737,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,class_001,closed,1,"Classify the following request as one of: urgent, normal, low. Request: The system temperature is increasing and inference latency is above the expected threshold. Answer only with the class.",urgent,urgent,Urgent,1,1,,13.8354,1312.94,9987.09,58,5.81,739.0,3,4.06,10735.46,10233.4233,11546.3633,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_class_001_run1_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T13:01:15.555634,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,class_001,closed,2,"Classify the following request as one of: urgent, normal, low. Request: The system temperature is increasing and inference latency is above the expected threshold. Answer only with the class.",urgent,urgent,normal,0,0,,13.1774,1267.61,9922.54,58,5.85,245.46,1,4.07,10175.13,10168.0,11435.61,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_class_001_run2_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T13:01:28.855611,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,class_001,closed,3,"Classify the following request as one of: urgent, normal, low. Request: The system temperature is increasing and inference latency is above the expected threshold. Answer only with the class.",urgent,urgent,urgent,1,1,,13.2945,1304.27,9936.66,58,5.84,245.31,1,4.08,10189.06,10181.97,11486.24,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_class_001_run3_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T13:01:41.828298,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_001,closed,1,A model response must arrive within 3 seconds. The measured inference time is 4.2 seconds. Did the system meet the deadline? Answer only yes or no.,no,no,No.,0,1,,12.967,1299.65,9447.81,55,5.82,488.2,2,4.1,9944.07,9691.91,10991.56,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_001_run1_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T13:01:54.647571,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_001,closed,2,A model response must arrive within 3 seconds. The measured inference time is 4.2 seconds. Did the system meet the deadline? Answer only yes or no.,no,no,No,1,1,,12.8136,1297.84,9482.85,55,5.8,245.83,1,4.07,9735.52,9728.68,11026.52,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_001_run2_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T13:02:07.560740,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_001,closed,3,A model response must arrive within 3 seconds. The measured inference time is 4.2 seconds. Did the system meet the deadline? Answer only yes or no.,no,no,Yes.,0,0,,12.9074,1246.85,9437.28,55,5.83,498.52,2,4.01,9943.8,9686.54,10933.39,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_001_run3_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
2025-09-24T13:02:20.446934,stress_cpu_matrix_full_isolation,qwen05,models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_002,closed,1,A model response must arrive within 5 seconds. The measured inference time is 2.8 seconds. Did the system meet the deadline? Answer only yes or no.,yes,yes,No,0,0,,12.8805,1349.17,9421.8,55,5.84,251.64,1,3.97,9680.24,9673.44,11022.61,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_002_run1_20250924_125354.txt,stress-ng cpu matrixprod pinned,1,/tmp/stress_ng_nonrt_full_isolation_qwen05.log,1,0,"Full kernel isolation: isolcpus=1 nohz_full=1 rcu_nocbs=1 irqaffinity=0; inference pinned to CPU1, stress-ng pinned to CPU0"
