timestamp,scenario,model_label,model_path,runtime,execution,temperature,n_predict,ctx,prompt_id,task_type,repeat,prompt,expected,reference_for_bertscore,output,exact_match,accuracy,keyword_overlap_discursive,wall_time_seconds,load_time_ms,prompt_eval_time_ms,prompt_tokens,prompt_tokens_per_second,eval_time_ms,eval_runs,generation_tokens_per_second,total_inference_latency_ms,ttft_warm_estimate_ms,ttft_cold_estimate_ms,timeout,return_code,raw_log_file,bertscore_precision,bertscore_recall,bertscore_f1
2025-09-24T11:47:11.471335,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_001,structured,2,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","```json { ""name"": ""Marco"", ""age"": 21 } ```",0.0,1.0,,8.8119,1072.19,3243.53,37,11.41,2738.4,21,7.67,6003.26,3373.93,4446.12,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_001_run2_20250924_114411.txt,,,
2025-09-24T11:47:20.347152,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_001,structured,3,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","```json { ""name"": ""Marco"", ""age"": 21 } ```",0.0,1.0,,8.873,1118.49,3238.3,37,11.43,2749.47,21,7.64,6009.08,3369.2271,4487.7171,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_001_run3_20250924_114411.txt,,,
2025-09-24T11:47:29.230231,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_002,structured,1,Extract product and price as JSON only: The keyboard costs 35 euros.,keyboard 35,"{""product"":""keyboard"",""price"":35}","```json { ""product"": ""keyboard"", ""price"": 35 } ```",0.0,1.0,,8.8802,1108.62,3246.74,37,11.4,2738.69,21,7.67,6007.96,3377.1538,4485.7738,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_002_run1_20250924_114411.txt,,,
2025-09-24T11:47:38.104419,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_002,structured,2,Extract product and price as JSON only: The keyboard costs 35 euros.,keyboard 35,"{""product"":""keyboard"",""price"":35}","```json { ""product"": ""Keyboard"", ""price"": 35 } ```",0.0,1.0,,8.8712,1104.88,3241.03,37,11.42,2745.26,21,7.65,6007.72,3371.7567,4476.6367,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_002_run2_20250924_114411.txt,,,
2025-09-24T11:47:47.036665,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_002,structured,3,Extract product and price as JSON only: The keyboard costs 35 euros.,keyboard 35,"{""product"":""keyboard"",""price"":35}","```json { ""product"": ""keyboard"", ""price"": ""35 euros"" } ```",0.0,1.0,,8.9293,1062.82,3238.78,37,11.42,2903.6,22,7.58,6166.22,3370.7618,4433.5818,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_002_run3_20250924_114411.txt,,,
2025-09-24T11:47:59.498867,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_003,structured,1,Extract the following information as JSON only: Luca bought a monitor for 149 euros on Monday and a mouse for 25 euros on Tuesday.,Luca monitor 149 mouse 25,"{""buyer"":""Luca"",""items"":[{""product"":""monitor"",""price"":149},{""product"":""mouse"",""price"":25}]}","```json { ""monday"": { ""price"": 149 }, ""tuesday"": { ""price"": 25 } } ```",0.0,0.0,,12.4591,1048.19,4512.41,52,11.52,5177.75,39,7.53,9728.4,4645.1728,5693.3628,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_003_run1_20250924_114411.txt,,,
2025-09-24T11:48:10.085074,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_003,structured,2,Extract the following information as JSON only: Luca bought a monitor for 149 euros on Monday and a mouse for 25 euros on Tuesday.,Luca monitor 149 mouse 25,"{""buyer"":""Luca"",""items"":[{""product"":""monitor"",""price"":149},{""product"":""mouse"",""price"":25}]}","```json { ""Monitors"": 149, ""Mouse"": 25 } ```",0.0,0.0,,10.5831,1107.94,4543.58,52,11.44,3140.11,24,7.64,7708.07,4674.4179,5782.3579,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_003_run2_20250924_114411.txt,,,
2025-09-24T11:48:24.423825,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_003,structured,3,Extract the following information as JSON only: Luca bought a monitor for 149 euros on Monday and a mouse for 25 euros on Tuesday.,Luca monitor 149 mouse 25,"{""buyer"":""Luca"",""items"":[{""product"":""monitor"",""price"":149},{""product"":""mouse"",""price"":25}]}","```json { ""monday"": { ""price"": 149, ""quantity"": 1 }, ""tuesday"": { ""price"": 25, ""quantity"": 1 } } ```",0.0,0.0,,14.3355,1055.67,4526.16,52,11.49,7001.55,53,7.57,11578.9,4658.2647,5713.9347,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_003_run3_20250924_114411.txt,,,
2025-09-24T11:48:32.428322,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,class_001,closed,1,"Classify the following request as one of: urgent, normal, low. Request: The system temperature is increasing and inference latency is above the expected threshold. Answer only with the class.",urgent,urgent,urgent,1.0,1.0,,8.0013,1089.2,5057.93,58,11.47,132.06,1,7.57,5193.08,5189.99,6279.19,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_class_001_run1_20250924_114411.txt,,,
2025-09-24T11:48:40.903431,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,class_001,closed,2,"Classify the following request as one of: urgent, normal, low. Request: The system temperature is increasing and inference latency is above the expected threshold. Answer only with the class.",urgent,urgent,Urgent,1.0,1.0,,8.4718,1153.84,5077.78,58,11.42,395.33,3,7.59,5478.09,5209.5567,6363.3967,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_class_001_run2_20250924_114411.txt,,,
2025-09-24T11:48:48.831255,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,class_001,closed,3,"Classify the following request as one of: urgent, normal, low. Request: The system temperature is increasing and inference latency is above the expected threshold. Answer only with the class.",urgent,urgent,urgent,1.0,1.0,,7.9244,1039.72,5087.79,58,11.4,133.77,1,7.48,5224.71,5221.56,6261.28,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_class_001_run3_20250924_114411.txt,,,
2025-09-24T11:48:56.639543,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_001,closed,1,A model response must arrive within 3 seconds. The measured inference time is 4.2 seconds. Did the system meet the deadline? Answer only yes or no.,no,no,No.,0.0,1.0,,7.8046,1053.55,4796.9,55,11.47,263.96,2,7.58,5064.82,4928.88,5982.43,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_001_run1_20250924_114411.txt,,,
2025-09-24T11:49:04.547964,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_001,closed,2,A model response must arrive within 3 seconds. The measured inference time is 4.2 seconds. Did the system meet the deadline? Answer only yes or no.,no,no,Yes.,0.0,0.0,,7.9049,1040.69,4774.2,55,11.52,262.22,2,7.63,5040.54,4905.31,5946.0,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_001_run2_20250924_114411.txt,,,
2025-09-24T11:49:12.624734,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_001,closed,3,A model response must arrive within 3 seconds. The measured inference time is 4.2 seconds. Did the system meet the deadline? Answer only yes or no.,no,no,Yes.,0.0,0.0,,8.0733,1176.25,4779.97,55,11.51,264.38,2,7.56,5048.3,4912.16,6088.41,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_001_run3_20250924_114411.txt,,,
2025-09-24T11:49:20.576489,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_002,closed,1,A model response must arrive within 5 seconds. The measured inference time is 2.8 seconds. Did the system meet the deadline? Answer only yes or no.,yes,yes,Yes.,0.0,1.0,,7.9481,1115.65,4776.24,55,11.52,263.66,2,7.59,5044.01,4908.07,6023.72,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_002_run1_20250924_114411.txt,,,
2025-09-24T11:49:28.510798,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_002,closed,2,A model response must arrive within 5 seconds. The measured inference time is 2.8 seconds. Did the system meet the deadline? Answer only yes or no.,yes,yes,No.,0.0,0.0,,7.9305,1107.07,4799.95,55,11.46,262.26,2,7.63,5066.2,4931.08,6038.15,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_002_run2_20250924_114411.txt,,,
2025-09-24T11:49:36.609525,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_002,closed,3,A model response must arrive within 5 seconds. The measured inference time is 2.8 seconds. Did the system meet the deadline? Answer only yes or no.,yes,yes,Yes.,0.0,1.0,,8.095,1135.19,4812.14,55,11.43,264.08,2,7.57,5080.37,4944.18,6079.37,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_002_run3_20250924_114411.txt,,,
2025-09-24T11:49:44.967209,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_001,discursive,1,What does CPU pinning mean? Answer in one short sentence.,cpu core,CPU pinning assigns a process or thread to a specific CPU core to reduce scheduling variability.,CPU pinning refers to the act of marking or isolating specific CPU registers to improve performance.,,,0.5,8.3537,1101.06,2984.18,34,11.39,2482.28,19,7.65,5485.92,3114.8263,4215.8863,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_001_run1_20250924_114411.txt,0.4636,0.4688,0.4671
2025-09-24T11:49:53.681283,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_001,discursive,2,What does CPU pinning mean? Answer in one short sentence.,cpu core,CPU pinning assigns a process or thread to a specific CPU core to reduce scheduling variability.,CPU pinning refers to the act of physically attaching a CPU to a motherboard for better performance and stability.,,,0.5,8.7102,1078.85,3005.99,34,11.31,2881.42,21,7.29,5910.18,3143.2005,4222.0505,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_001_run2_20250924_114411.txt,0.4096,0.4501,0.4307
2025-09-24T11:50:02.612576,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_001,discursive,3,What does CPU pinning mean? Answer in one short sentence.,cpu core,CPU pinning assigns a process or thread to a specific CPU core to reduce scheduling variability.,CPU pinning refers to the process of physically isolating or physically removing CPU pins to control or limit their functionality.,,,0.5,8.9273,1115.74,2971.25,34,11.44,3062.31,23,7.51,6056.89,3104.3939,4220.1339,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_001_run3_20250924_114411.txt,0.3238,0.3933,0.3594
2025-09-24T11:50:13.246292,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_002,discursive,1,What is latency in real-time systems? Answer in one short sentence.,response time,Latency is the time delay between an input event and the corresponding system response.,"Latency in real-time systems refers to the time it takes for information to travel from a sender to a receiver, affecting the system's ability to respond quickly to events.",,,0.5,10.6297,1151.46,3080.22,35,11.36,4628.15,34,7.35,7742.73,3216.3421,4367.8021,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_002_run1_20250924_114411.txt,0.3422,0.5332,0.4369
2025-09-24T11:50:23.677933,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_002,discursive,2,What is latency in real-time systems? Answer in one short sentence.,response time,Latency is the time delay between an input event and the corresponding system response.,"Latency in real-time systems refers to the delay between the time a request is sent to the system and the time the response is received, causing delays in response times.",,,1.0,10.4275,1083.57,3060.08,35,11.44,4532.16,34,7.5,7625.76,3193.3788,4276.9488,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_002_run2_20250924_114411.txt,0.4539,0.6292,0.5409
2025-09-24T11:50:33.014513,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_002,discursive,3,What is latency in real-time systems? Answer in one short sentence.,response time,Latency is the time delay between an input event and the corresponding system response.,Latency in real-time systems refers to the delay between when a request is received and when the system responds or performs a task.,,,0.5,9.3324,1061.57,3100.33,35,11.29,3434.94,26,7.57,6562.54,3232.4431,4294.0131,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_002_run3_20250924_114411.txt,0.4946,0.6474,0.5706
2025-09-24T11:50:42.806988,baseline_cpu_final_temp_07,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_003,discursive,1,Explain in two short sentences why CPU interference can increase inference latency on an embedded board.,cpu cache memory,"CPU interference can increase inference latency because the model shares cores, caches and memory bandwidth with other processes. This contention delays prompt processing and token generation.","CPU interference can increase inference latency on an embedded board due to increased processing demands, leading to higher clock speeds and slower inference speeds.",,,0.3333,9.788,1118.51,3406.79,39,11.45,3422.79,26,7.6,6855.94,3538.4358,4656.9458,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_003_run1_20250924_114411.txt,0.4715,0.3827,0.4276
