timestamp,scenario,model_label,model_path,runtime,execution,temperature,n_predict,ctx,prompt_id,task_type,repeat,prompt,expected,reference_for_bertscore,output,exact_match,accuracy,keyword_overlap_discursive,wall_time_seconds,load_time_ms,prompt_eval_time_ms,prompt_tokens,prompt_tokens_per_second,eval_time_ms,eval_runs,generation_tokens_per_second,total_inference_latency_ms,ttft_warm_estimate_ms,ttft_cold_estimate_ms,timeout,return_code,raw_log_file,stressor,stressor_workers,stressor_log,bertscore_precision,bertscore_recall,bertscore_f1
2025-09-24T12:34:18.280109,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_001,closed,2,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,A,0.0,0.0,,14.9072,1841.66,9992.6,57,5.7,282.88,1,3.54,10281.97,10275.48,12117.14,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_001_run2_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:34:33.254870,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_001,closed,3,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,A,0.0,0.0,,14.972,1799.31,10137.28,57,5.62,445.6,1,2.24,10590.5,10582.88,12382.19,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_001_run3_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:34:48.194269,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_002,closed,1,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1.0,1.0,,14.9362,1853.44,9981.8,57,5.71,280.52,1,3.56,10278.07,10262.32,12115.76,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_002_run1_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:35:03.360200,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_002,closed,2,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1.0,1.0,,15.1626,1837.33,10139.74,57,5.62,446.34,1,2.24,10593.76,10586.08,12423.41,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_002_run2_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:35:18.133564,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_002,closed,3,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1.0,1.0,,14.7702,1674.1,9970.84,57,5.72,271.12,1,3.69,10245.2,10241.96,11916.06,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_mcq_002_run3_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:35:38.864216,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_001,structured,1,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","```json { ""name"": ""Marco"", ""age"": 21 } ```",0.0,1.0,,20.7276,1849.74,6702.78,37,5.52,9364.59,21,2.24,16100.12,7148.7129,8998.4529,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_001_run1_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:35:58.096785,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_001,structured,2,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","```json { ""name"": ""Marco"", ""age"": 21 } ```",0.0,1.0,,19.2292,1722.95,6587.08,37,5.62,8261.32,21,2.54,14893.67,6980.4762,8703.4262,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_001_run2_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:36:18.667785,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_001,structured,3,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","```json { ""name"": ""Marco"", ""age"": 21 } ```",0.0,1.0,,20.5677,1857.86,6712.98,37,5.51,9342.97,21,2.25,16088.58,7157.8833,9015.7433,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_001_run3_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:36:37.526770,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_002,structured,1,Extract product and price as JSON only: The keyboard costs 35 euros.,keyboard 35,"{""product"":""keyboard"",""price"":35}","```json { ""product"": ""keyboard"", ""price"": 35 } ```",0.0,1.0,,18.8557,1631.02,6508.19,37,5.69,7952.68,21,2.64,14498.25,6886.889,8517.909,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_002_run1_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:36:55.286651,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_002,structured,2,Extract product and price as JSON only: The keyboard costs 35 euros.,keyboard 35,"{""product"":""keyboard"",""price"":35}","```json { ""product"": ""keyboard"", ""price"": ""35"" } ```",0.0,1.0,,17.7564,1872.56,6673.44,37,5.54,6327.04,21,3.32,13053.92,6974.7276,8847.2876,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_002_run2_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:37:15.596962,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_002,structured,3,Extract product and price as JSON only: The keyboard costs 35 euros.,keyboard 35,"{""product"":""keyboard"",""price"":35}","```json { ""product"": ""keyboard"", ""price"": 35 } ```",0.0,1.0,,20.3066,1795.93,6674.77,37,5.54,9319.52,21,2.25,16028.98,7118.5567,8914.4867,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_002_run3_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:37:53.350431,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_003,structured,1,Extract the following information as JSON only: Luca bought a monitor for 149 euros on Monday and a mouse for 25 euros on Tuesday.,Luca monitor 149 mouse 25,"{""buyer"":""Luca"",""items"":[{""product"":""monitor"",""price"":149},{""product"":""mouse"",""price"":25}]}","```json { ""monday"": { ""cost"": 149, ""items"": [""monitor""] }, ""tuesday"": { ""cost"": 25, ""items"": [""mouse""] } } ```",0.0,0.0,,37.7498,1902.66,9142.61,52,5.69,23955.92,53,2.21,33165.88,9594.6085,11497.2685,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_003_run1_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:38:24.451835,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_003,structured,2,Extract the following information as JSON only: Luca bought a monitor for 149 euros on Monday and a mouse for 25 euros on Tuesday.,Luca monitor 149 mouse 25,"{""buyer"":""Luca"",""items"":[{""product"":""monitor"",""price"":149},{""product"":""mouse"",""price"":25}]}","```json { ""monday"": { ""cost"": 149 }, ""tuesday"": { ""cost"": 25 } } ```",0.0,0.0,,31.0976,1780.01,9144.71,52,5.69,17640.31,39,2.21,26837.78,9597.0256,11377.0356,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_003_run2_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:38:58.422390,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,json_003,structured,3,Extract the following information as JSON only: Luca bought a monitor for 149 euros on Monday and a mouse for 25 euros on Tuesday.,Luca monitor 149 mouse 25,"{""buyer"":""Luca"",""items"":[{""product"":""monitor"",""price"":149},{""product"":""mouse"",""price"":25}]}","```json { ""monitor"": { ""price"": 149, ""date"": ""Monday"" }, ""mouse"": { ""price"": 25, ""date"": ""Tuesday"" } } ```",0.0,0.0,,33.967,1708.09,9106.98,52,5.71,20664.78,51,2.47,29901.88,9512.1718,11220.2618,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_json_003_run3_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:39:13.753641,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,class_001,closed,1,"Classify the following request as one of: urgent, normal, low. Request: The system temperature is increasing and inference latency is above the expected threshold. Answer only with the class.",urgent,urgent,urgent,1.0,1.0,,15.3274,1962.79,10391.54,58,5.58,444.62,1,2.25,10844.13,10836.16,12798.95,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_class_001_run1_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:39:29.097870,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,class_001,closed,2,"Classify the following request as one of: urgent, normal, low. Request: The system temperature is increasing and inference latency is above the expected threshold. Answer only with the class.",urgent,urgent,urgent,1.0,1.0,,15.3404,1977.33,10299.94,58,5.63,445.27,1,2.25,10752.46,10745.21,12722.54,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_class_001_run2_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:39:44.429499,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,class_001,closed,3,"Classify the following request as one of: urgent, normal, low. Request: The system temperature is increasing and inference latency is above the expected threshold. Answer only with the class.",urgent,urgent,urgent,1.0,1.0,,15.3277,1902.08,10315.32,58,5.62,446.74,1,2.24,10769.92,10762.06,12664.14,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_class_001_run3_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:39:59.610321,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_001,closed,1,A model response must arrive within 3 seconds. The measured inference time is 4.2 seconds. Did the system meet the deadline? Answer only yes or no.,no,no,Yes.,0.0,0.0,,15.1769,1900.42,9694.03,55,5.67,900.9,2,2.22,10603.2,10144.48,12044.9,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_001_run1_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:40:14.273008,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_001,closed,2,A model response must arrive within 3 seconds. The measured inference time is 4.2 seconds. Did the system meet the deadline? Answer only yes or no.,no,no,Yes.,0.0,0.0,,14.6589,1814.82,9684.63,55,5.68,548.76,2,3.64,10245.51,9959.01,11773.83,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_001_run2_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:40:29.372750,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_001,closed,3,A model response must arrive within 3 seconds. The measured inference time is 4.2 seconds. Did the system meet the deadline? Answer only yes or no.,no,no,Yes.,0.0,0.0,,15.0954,1865.36,9790.99,55,5.62,892.48,2,2.24,10692.37,10237.23,12102.59,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_001_run3_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:40:43.442198,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_002,closed,1,A model response must arrive within 5 seconds. The measured inference time is 2.8 seconds. Did the system meet the deadline? Answer only yes or no.,yes,yes,No,0.0,0.0,,14.0651,1573.31,9649.09,55,5.7,279.28,1,3.58,9941.05,9928.37,11501.68,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_002_run1_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:40:57.906728,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_002,closed,2,A model response must arrive within 5 seconds. The measured inference time is 2.8 seconds. Did the system meet the deadline? Answer only yes or no.,yes,yes,Yes,1.0,1.0,,14.4602,1637.65,9751.61,55,5.64,271.01,1,3.69,10029.47,10022.62,11660.27,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_002_run2_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:41:12.642800,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,rt_002,closed,3,A model response must arrive within 5 seconds. The measured inference time is 2.8 seconds. Did the system meet the deadline? Answer only yes or no.,yes,yes,Yes.,0.0,1.0,,14.7317,1745.4,9675.68,55,5.68,912.49,2,2.19,10596.44,10131.925,11877.325,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_rt_002_run3_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,,,
2025-09-24T12:41:29.670068,stress_cpu_matrix,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_001,discursive,1,What does CPU pinning mean? Answer in one short sentence.,cpu core,CPU pinning assigns a process or thread to a specific CPU core to reduce scheduling variability.,CPU pinning refers to the process of directing the CPU's instructions to specific memory locations on the CPU's memory module.,,,0.5,17.0227,1792.53,5999.38,34,5.67,6603.68,24,3.63,12689.46,6274.5333,8067.0633,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_07_disc_001_run1_20250924_123059.txt,stress-ng cpu matrixprod,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_cpu_matrix_temp_07_20250924_123053.log,0.3828,0.4274,0.406
