timestamp,scenario,model_label,temperature,prompt_id,repeat,expected,output_first_token,output_preview,accuracy,wall_time_ms,deadline_main_ms,deadline_secondary_ms,deadline_miss_20s,deadline_miss_30s,tgs_tok_s,return_code,raw_log_file
2025-09-24T12:23:45.594854,realtime_stress_cpu_matrix,qwen15,0.7,class_001,12,urgent,urgent,urgent,1,34752.57,20000.0,30000.0,1,1,1.4,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_012_1758709390.log
2025-09-24T12:24:21.136388,realtime_stress_cpu_matrix,qwen15,0.7,class_001,13,urgent,urgent,urgent,1,35540.265,20000.0,30000.0,1,1,1.1,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_013_1758709425.log
2025-09-24T12:24:56.672591,realtime_stress_cpu_matrix,qwen15,0.7,class_001,14,urgent,urgent,urgent,1,35534.636,20000.0,30000.0,1,1,1.1,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_014_1758709461.log
2025-09-24T12:25:31.456534,realtime_stress_cpu_matrix,qwen15,0.7,class_001,15,urgent,urgent,urgent,1,34782.407,20000.0,30000.0,1,1,1.39,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_015_1758709496.log
2025-09-24T12:26:06.330041,realtime_stress_cpu_matrix,qwen15,0.7,class_001,16,urgent,urgent,urgent,1,34871.929,20000.0,30000.0,1,1,1.12,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_016_1758709531.log
2025-09-24T12:26:41.115286,realtime_stress_cpu_matrix,qwen15,0.7,class_001,17,urgent,urgent,urgent,1,34783.691,20000.0,30000.0,1,1,1.12,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_017_1758709566.log
2025-09-24T12:27:16.783633,realtime_stress_cpu_matrix,qwen15,0.7,class_001,18,urgent,urgent,urgent,1,35666.842,20000.0,30000.0,1,1,1.09,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_018_1758709601.log
2025-09-24T12:27:52.082897,realtime_stress_cpu_matrix,qwen15,0.7,class_001,19,urgent,urgent,urgent,1,35297.729,20000.0,30000.0,1,1,1.11,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_019_1758709636.log
2025-09-24T12:28:27.392141,realtime_stress_cpu_matrix,qwen15,0.7,class_001,20,urgent,urgent,urgent,1,35307.711,20000.0,30000.0,1,1,1.1,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_020_1758709672.log
2025-09-24T12:29:02.903039,realtime_stress_cpu_matrix,qwen15,0.7,class_001,21,urgent,urgent,urgent,1,35509.32,20000.0,30000.0,1,1,1.1,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_021_1758709707.log
2025-09-24T12:29:38.449687,realtime_stress_cpu_matrix,qwen15,0.7,class_001,22,urgent,urgent,urgent,1,35545.086,20000.0,30000.0,1,1,1.1,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_022_1758709742.log
2025-09-24T12:30:13.470708,realtime_stress_cpu_matrix,qwen15,0.7,class_001,23,urgent,urgent,urgent,1,35019.408,20000.0,30000.0,1,1,1.41,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_023_1758709778.log
2025-09-24T12:30:49.027289,realtime_stress_cpu_matrix,qwen15,0.7,class_001,24,urgent,urgent,urgent,1,35555.017,20000.0,30000.0,1,1,1.1,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_024_1758709813.log
2025-09-24T12:31:24.377895,realtime_stress_cpu_matrix,qwen15,0.7,class_001,25,urgent,urgent,urgent,1,35349.024,20000.0,30000.0,1,1,1.09,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_025_1758709849.log
2025-09-24T12:31:59.305345,realtime_stress_cpu_matrix,qwen15,0.7,class_001,26,urgent,urgent,urgent,1,34925.889,20000.0,30000.0,1,1,1.39,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_026_1758709884.log
2025-09-24T12:32:34.085499,realtime_stress_cpu_matrix,qwen15,0.7,class_001,27,urgent,urgent,urgent,1,34778.593,20000.0,30000.0,1,1,1.4,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_027_1758709919.log
2025-09-24T12:33:09.121897,realtime_stress_cpu_matrix,qwen15,0.7,class_001,28,urgent,urgent,urgent,1,35034.774,20000.0,30000.0,1,1,1.42,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_028_1758709954.log
2025-09-24T12:33:44.449343,realtime_stress_cpu_matrix,qwen15,0.7,class_001,29,urgent,urgent,urgent,1,35325.892,20000.0,30000.0,1,1,1.1,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_029_1758709989.log
2025-09-24T12:34:19.420921,realtime_stress_cpu_matrix,qwen15,0.7,class_001,30,urgent,urgent,urgent,1,34969.951,20000.0,30000.0,1,1,1.41,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_030_1758710024.log
