timestamp,scenario,model_label,model_path,runtime,execution,temperature,n_predict,ctx,prompt_id,task_type,repeat,prompt,expected,reference_for_bertscore,output,exact_match,accuracy,keyword_overlap_discursive,wall_time_seconds,load_time_ms,prompt_eval_time_ms,prompt_tokens,prompt_tokens_per_second,eval_time_ms,eval_runs,generation_tokens_per_second,total_inference_latency_ms,ttft_warm_estimate_ms,ttft_cold_estimate_ms,timeout,return_code,raw_log_file,bertscore_precision,bertscore_recall,bertscore_f1,model_label_clean,temperature_clean
2025-09-24T12:08:20.193732,baseline_cpu_final_temp_05,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.5,192,2048,disc_004,discursive,2,Explain the difference between throughput and latency in AI inference using one short paragraph.,throughput latency,"Latency measures how long one inference takes from input to output, while throughput measures how many tokens or requests are processed per unit of time. A system can have high throughput but still be unsuitable for real-time use if individual responses arrive too late.","Throughput refers to the number of tasks completed per unit of time, while latency measures the time taken to complete a single task.",,,1.0,21.6267,1514.25,9181.36,37.0,4.03,9079.38,26.0,2.86,18286.83,9530.5669,11044.8169,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_05_disc_004_run2_20250924_115343.txt,0.48807424,0.23453411,0.359307,qwen25_1.5b,0.5
2025-09-24T12:08:44.476699,baseline_cpu_final_temp_05,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.5,192,2048,disc_004,discursive,3,Explain the difference between throughput and latency in AI inference using one short paragraph.,throughput latency,"Latency measures how long one inference takes from input to output, while throughput measures how many tokens or requests are processed per unit of time. A system can have high throughput but still be unsuitable for real-time use if individual responses arrive too late.","Throughput measures the amount of work an AI system can process per unit of time, while latency represents the time it takes for an AI system to respond to a request.",,,1.0,24.2776,1586.02,9179.24,37.0,4.03,11642.4,34.0,2.92,20855.02,9521.6635,11107.6835,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_05_disc_004_run3_20250924_115343.txt,0.48245174,0.24846625,0.36390656,qwen25_1.5b,0.5
2025-09-24T12:56:44.767991,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_001,discursive,1,What does CPU pinning mean? Answer in one short sentence.,cpu core,CPU pinning assigns a process or thread to a specific CPU core to reduce scheduling variability.,CPU pinning refers to the process of placing a process exclusively on a specific CPU core.,,,1.0,18.0354,1529.94,8462.31,34.0,4.02,6176.98,18.0,2.91,14658.84,8805.4756,10335.4156,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_disc_001_run1_20250924_124619.txt,0.5923637,0.5435972,0.5685735,qwen25_1.5b,0.7
2025-09-24T12:57:03.282086,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_001,discursive,2,What does CPU pinning mean? Answer in one short sentence.,cpu core,CPU pinning assigns a process or thread to a specific CPU core to reduce scheduling variability.,CPU pinning refers to the ability to restrict a process to run exclusively on a specific CPU core.,,,1.0,18.5094,1501.94,8459.15,34.0,4.02,6824.84,20.0,2.93,15304.39,8800.392,10302.332,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_disc_001_run2_20250924_124619.txt,0.5823211,0.5803181,0.5819996,qwen25_1.5b,0.7
2025-09-24T12:57:22.934040,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_001,discursive,3,What does CPU pinning mean? Answer in one short sentence.,cpu core,CPU pinning assigns a process or thread to a specific CPU core to reduce scheduling variability.,"CPU pinning is the process of assigning specific cores to run processes, controlling their allocation on a multi-core processor.",,,1.0,19.6473,1495.33,8489.85,34.0,4.0,7916.16,23.0,2.91,16430.0,8834.0309,10329.3609,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_disc_001_run3_20250924_124619.txt,0.47658128,0.5376416,0.50774235,qwen25_1.5b,0.7
2025-09-24T12:57:42.054653,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_002,discursive,1,What is latency in real-time systems? Answer in one short sentence.,response time,Latency is the time delay between an input event and the corresponding system response.,Latency is the time delay between the occurrence of an event and the perception of it by a system.,,,0.5,19.1158,1496.55,8711.49,35.0,4.02,7176.08,21.0,2.93,15910.62,9053.2081,10549.7581,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_disc_002_run1_20250924_124619.txt,0.6545782,0.70990676,0.6826239,qwen25_1.5b,0.7
2025-09-24T12:57:59.305096,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_002,discursive,2,What is latency in real-time systems? Answer in one short sentence.,response time,Latency is the time delay between an input event and the corresponding system response.,Latency is the delay in time between input and output in a system.,,,0.5,17.2457,1569.57,8715.94,35.0,4.02,5157.6,15.0,2.91,13889.94,9059.78,10629.35,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_disc_002_run2_20250924_124619.txt,0.7492535,0.679993,0.71487325,qwen25_1.5b,0.7
2025-09-24T12:58:17.989356,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_002,discursive,3,What is latency in real-time systems? Answer in one short sentence.,response time,Latency is the time delay between an input event and the corresponding system response.,Latency refers to the delay or time taken by a system to respond to a given input.,,,0.5,18.6794,1580.41,8728.99,35.0,4.01,6507.93,19.0,2.92,15257.01,9071.5126,10651.9226,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_disc_002_run3_20250924_124619.txt,0.58576095,0.64015126,0.6134529,qwen25_1.5b,0.7
2025-09-24T12:58:38.782221,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_003,discursive,1,Explain in two short sentences why CPU interference can increase inference latency on an embedded board.,cpu cache memory,"CPU interference can increase inference latency because the model shares cores, caches and memory bandwidth with other processes. This contention delays prompt processing and token generation.","CPU interference on an embedded board can increase inference latency by diverting resources from the inference process, slowing down computations.",,,0.3333,20.7879,1505.17,9702.36,39.0,4.02,7837.74,23.0,2.93,17563.7,10043.1313,11548.3013,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_disc_003_run1_20250924_124619.txt,0.48520923,0.36616096,0.4259557,qwen25_1.5b,0.7
2025-09-24T12:59:00.770738,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_003,discursive,2,Explain in two short sentences why CPU interference can increase inference latency on an embedded board.,cpu cache memory,"CPU interference can increase inference latency because the model shares cores, caches and memory bandwidth with other processes. This contention delays prompt processing and token generation.","CPU interference can increase inference latency on an embedded board by diverting resources from the inference operation, thus reducing the available processing power.",,,0.3333,21.9835,1592.01,9703.59,39.0,4.02,8830.36,26.0,2.94,18560.17,10043.2192,11635.2292,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_disc_003_run2_20250924_124619.txt,0.4532848,0.36314192,0.4087931,qwen25_1.5b,0.7
2025-09-24T12:59:21.934277,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_003,discursive,3,Explain in two short sentences why CPU interference can increase inference latency on an embedded board.,cpu cache memory,"CPU interference can increase inference latency because the model shares cores, caches and memory bandwidth with other processes. This contention delays prompt processing and token generation.","CPU interference can increase inference latency by diverting resources from the inference processing, leading to longer wait times and reduced efficiency.",,,0.3333,21.1585,1531.5,9703.49,39.0,4.02,8156.43,24.0,2.94,17884.42,10043.3412,11574.8412,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_disc_003_run3_20250924_124619.txt,0.4835986,0.38058266,0.43251783,qwen25_1.5b,0.7
2025-09-24T12:59:42.627067,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_004,discursive,1,Explain the difference between throughput and latency in AI inference using one short paragraph.,throughput latency,"Latency measures how long one inference takes from input to output, while throughput measures how many tokens or requests are processed per unit of time. A system can have high throughput but still be unsuitable for real-time use if individual responses arrive too late.","Throughput refers to the speed at which a system processes data, while latency measures the time delay between input and output.",,,1.0,20.6875,1507.19,9204.5,37.0,4.02,8227.51,24.0,2.92,17457.58,9547.3129,11054.5029,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_disc_004_run1_20250924_124619.txt,0.479112,0.19406097,0.3338108,qwen25_1.5b,0.7
2025-09-24T13:00:06.057536,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_004,discursive,2,Explain the difference between throughput and latency in AI inference using one short paragraph.,throughput latency,"Latency measures how long one inference takes from input to output, while throughput measures how many tokens or requests are processed per unit of time. A system can have high throughput but still be unsuitable for real-time use if individual responses arrive too late.","Throughput measures the speed at which tasks are completed in a single unit of time, whereas latency refers to the time it takes for a task to be processed.",,,1.0,23.425,1461.97,9197.46,37.0,4.02,10920.35,32.0,2.93,20150.0,9538.7209,11000.6909,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_disc_004_run2_20250924_124619.txt,0.3824494,0.19791798,0.2897058,qwen25_1.5b,0.7
2025-09-24T13:00:30.753025,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,disc_004,discursive,3,Explain the difference between throughput and latency in AI inference using one short paragraph.,throughput latency,"Latency measures how long one inference takes from input to output, while throughput measures how many tokens or requests are processed per unit of time. A system can have high throughput but still be unsuitable for real-time use if individual responses arrive too late.","Throughput refers to the number of tasks that can be completed per unit of time, while latency measures the delay between when an input is provided and when the output is produced.",,,1.0,24.6901,1576.58,9222.65,37.0,4.01,12048.25,35.0,2.9,21305.28,9566.8857,11143.4657,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_disc_004_run3_20250924_124619.txt,0.41625223,0.24586992,0.33076832,qwen25_1.5b,0.7
2025-09-24T12:39:39.443526,baseline_cpu_final_temp_10,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,disc_001,discursive,1,What does CPU pinning mean? Answer in one short sentence.,cpu core,CPU pinning assigns a process or thread to a specific CPU core to reduce scheduling variability.,CPU pinning refers to the process of physically placing a process or threads exclusively on a specific CPU core.,,,1.0,19.0936,1572.22,8453.47,34.0,4.02,7200.67,21.0,2.92,15677.11,8796.359,10368.579,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_10_disc_001_run1_20250924_122914.txt,0.5833866,0.64098,0.61266536,qwen25_1.5b,1.0
2025-09-24T12:39:56.480619,baseline_cpu_final_temp_10,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,disc_001,discursive,2,What does CPU pinning mean? Answer in one short sentence.,cpu core,CPU pinning assigns a process or thread to a specific CPU core to reduce scheduling variability.,CPU pinning refers to moving processes to specific CPU cores to enhance performance.,,,1.0,17.0322,1589.97,8442.21,34.0,4.03,5112.43,15.0,2.93,13570.78,8783.0387,10373.0087,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_10_disc_001_run2_20250924_122914.txt,0.6748346,0.61672056,0.64620095,qwen25_1.5b,1.0
2025-09-24T12:40:15.169256,baseline_cpu_final_temp_10,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,disc_001,discursive,3,What does CPU pinning mean? Answer in one short sentence.,cpu core,CPU pinning assigns a process or thread to a specific CPU core to reduce scheduling variability.,CPU pinning refers to the ability to restrict a process to use a specific set of CPU cores.,,,1.0,18.6837,1566.79,8466.38,34.0,4.02,6863.84,20.0,2.91,15351.65,8809.572,10376.362,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_10_disc_001_run3_20250924_122914.txt,0.5733553,0.55039686,0.5625637,qwen25_1.5b,1.0
2025-09-24T12:40:33.114765,baseline_cpu_final_temp_10,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,disc_002,discursive,1,What is latency in real-time systems? Answer in one short sentence.,response time,Latency is the time delay between an input event and the corresponding system response.,Latency is the delay or time taken for a real-time task to be completed.,,,0.5,17.9408,1586.2,8702.69,35.0,4.02,5763.65,17.0,2.95,14484.57,9041.7282,10627.9282,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_10_disc_002_run1_20250924_122914.txt,0.53206223,0.53735155,0.5354621,qwen25_1.5b,1.0
2025-09-24T12:40:52.679847,baseline_cpu_final_temp_10,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,disc_002,discursive,2,What is latency in real-time systems? Answer in one short sentence.,response time,Latency is the time delay between an input event and the corresponding system response.,Latency refers to the delay in time between the triggering of an event and the generation of a system output.,,,0.5,19.5601,1519.1,8697.55,35.0,4.02,7549.62,22.0,2.91,16270.95,9040.7145,10559.8145,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_10_disc_002_run2_20250924_122914.txt,0.64738476,0.71058625,0.6793307,qwen25_1.5b,1.0
2025-09-24T12:41:09.951089,baseline_cpu_final_temp_10,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,disc_002,discursive,3,What is latency in real-time systems? Answer in one short sentence.,response time,Latency is the time delay between an input event and the corresponding system response.,Latency is the delay in time between input and output in a system.,,,0.5,17.2663,1609.72,8698.26,35.0,4.02,5129.19,15.0,2.92,13843.33,9040.206,10649.926,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_10_disc_002_run3_20250924_122914.txt,0.7492535,0.679993,0.71487325,qwen25_1.5b,1.0
2025-09-24T12:41:39.321585,baseline_cpu_final_temp_10,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,disc_003,discursive,1,Explain in two short sentences why CPU interference can increase inference latency on an embedded board.,cpu cache memory,"CPU interference can increase inference latency because the model shares cores, caches and memory bandwidth with other processes. This contention delays prompt processing and token generation.","CPU interference can increase inference latency on an embedded board due to limited processing power on the board, causing it to divert resources away from inference tasks. Additionally, overhead in interrupt handling and context switching can introduce delays, further impacting inference speed.",,,0.3333,29.3651,1596.77,9688.87,39.0,4.03,16164.09,47.0,2.91,25900.28,10032.7868,11629.5568,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_10_disc_003_run1_20250924_122914.txt,0.35492453,0.40132257,0.37903357,qwen25_1.5b,1.0
2025-09-24T12:42:03.865600,baseline_cpu_final_temp_10,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,disc_003,discursive,2,Explain in two short sentences why CPU interference can increase inference latency on an embedded board.,cpu cache memory,"CPU interference can increase inference latency because the model shares cores, caches and memory bandwidth with other processes. This contention delays prompt processing and token generation.","CPU interference can increase inference latency on an embedded board by diverting significant processing power, leaving less available for the inference task, thereby prolonging the time required for processing.",,,0.3333,24.5386,1490.9,9682.49,39.0,4.03,11640.47,34.0,2.92,21357.09,10024.8568,11515.7568,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_10_disc_003_run2_20250924_122914.txt,0.36208722,0.35961387,0.3618886,qwen25_1.5b,1.0
2025-09-24T12:42:26.862443,baseline_cpu_final_temp_10,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,disc_003,discursive,3,Explain in two short sentences why CPU interference can increase inference latency on an embedded board.,cpu cache memory,"CPU interference can increase inference latency because the model shares cores, caches and memory bandwidth with other processes. This contention delays prompt processing and token generation.","CPU interference can increase inference latency on an embedded board by diverting significant resources away from the neural network inference process, leading to longer computation times.",,,0.3333,22.9915,1567.37,9684.47,39.0,4.03,9908.0,29.0,2.93,19621.84,10026.1252,11593.4952,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_10_disc_003_run3_20250924_122914.txt,0.41378695,0.346299,0.38083503,qwen25_1.5b,1.0
