scenario,model_label,runtime,execution,temperature,prompt_id,run,n_runs,n_predict,ctx,deadline_main_ms,deadline_secondary_ms,wall_time_ms,deadline_miss_5s,deadline_miss_10s,output,expected,answer_token,accuracy,return_code,load_time_ms,prompt_eval_time_ms,eval_time_ms,total_time_ms_from_llama,generation_tokens_per_second,inference_core,stress_core,stressor_workers,stressor_log,raw_log_file,jitter_from_mean_ms
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,13,30,192,2048,5000.0,10000.0,14092.21,1,1,Urgent [end of text],urgent,urgent,1,0,1335.35,10163.21,10163.21,10934.91,5.71,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_013_1758708724.log,323.579
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,14,30,192,2048,5000.0,10000.0,13583.115,1,1,urgent [end of text],urgent,urgent,1,0,1288.28,10197.24,10197.24,10459.28,5.69,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_014_1758708738.log,185.516
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,15,30,192,2048,5000.0,10000.0,13611.874,1,1,urgent [end of text],urgent,urgent,1,0,1357.66,10143.35,10143.35,10406.11,5.72,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_015_1758708752.log,156.757
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,16,30,192,2048,5000.0,10000.0,13670.083,1,1,urgent [end of text],urgent,urgent,1,0,1360.76,10203.46,10203.46,10465.21,5.68,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_016_1758708765.log,98.548
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,17,30,192,2048,5000.0,10000.0,13476.823,1,1,urgent [end of text],urgent,urgent,1,0,1292.5,10176.69,10176.69,10438.65,5.7,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_017_1758708779.log,291.808
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,18,30,192,2048,5000.0,10000.0,13564.575,1,1,urgent [end of text],urgent,urgent,1,0,1269.56,10280.32,10280.32,10542.63,5.64,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_018_1758708792.log,204.056
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,19,30,192,2048,5000.0,10000.0,13511.64,1,1,normal [end of text],urgent,normal,0,0,1295.79,10163.99,10163.99,10430.13,5.71,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_019_1758708806.log,256.991
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,20,30,192,2048,5000.0,10000.0,13525.647,1,1,urgent [end of text],urgent,urgent,1,0,1318.06,10144.4,10144.4,10405.31,5.72,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_020_1758708820.log,242.984
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,21,30,192,2048,5000.0,10000.0,13934.001,1,1,Urgent [end of text],urgent,urgent,1,0,1260.0,10142.03,10142.03,10916.17,5.72,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_021_1758708833.log,165.37
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,22,30,192,2048,5000.0,10000.0,14134.419,1,1,Urgent [end of text],urgent,urgent,1,0,1386.46,10147.69,10147.69,10934.44,5.72,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_022_1758708847.log,365.788
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,23,30,192,2048,5000.0,10000.0,13529.742,1,1,urgent [end of text],urgent,urgent,1,0,1360.27,10135.46,10135.46,10396.52,5.72,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_023_1758708861.log,238.889
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,24,30,192,2048,5000.0,10000.0,14235.103,1,1,Urgent [end of text],urgent,urgent,1,0,1382.74,10206.12,10206.12,11022.7,5.68,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_024_1758708875.log,466.472
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,25,30,192,2048,5000.0,10000.0,13506.371,1,1,urgent [end of text],urgent,urgent,1,0,1291.62,10164.9,10164.9,10427.89,5.71,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_025_1758708889.log,262.26
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,26,30,192,2048,5000.0,10000.0,13530.125,1,1,urgent [end of text],urgent,urgent,1,0,1291.67,10144.58,10144.58,10411.04,5.72,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_026_1758708902.log,238.506
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,27,30,192,2048,5000.0,10000.0,14107.916,1,1,Urgent [end of text],urgent,urgent,1,0,1353.63,10143.57,10143.57,10921.42,5.72,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_027_1758708916.log,339.285
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,28,30,192,2048,5000.0,10000.0,14213.639,1,1,Urgent [end of text],urgent,urgent,1,0,1357.45,10238.24,10238.24,11016.45,5.67,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_028_1758708930.log,445.008
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,29,30,192,2048,5000.0,10000.0,13570.277,1,1,urgent [end of text],urgent,urgent,1,0,1378.15,10149.34,10149.34,10414.65,5.71,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_029_1758708944.log,198.354
realtime_stress_cpu_matrix_process_isolation,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,30,30,192,2048,5000.0,10000.0,14036.052,1,1,Urgent [end of text],urgent,urgent,1,0,1312.17,10124.97,10124.97,10902.49,5.73,0,1,1,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_process_isolation_temp_07_20250924_120914.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_process_isolation_run_030_1758708958.log,267.421
