scenario,model_label,runtime,execution,temperature,prompt_id,run,n_runs,n_predict,ctx,deadline_main_ms,deadline_secondary_ms,wall_time_ms,deadline_miss_5s,deadline_miss_10s,output,expected,answer_token,accuracy,return_code,load_time_ms,prompt_eval_time_ms,eval_time_ms,total_time_ms_from_llama,generation_tokens_per_second,inference_core,stress_core,stressor_workers,stressor_log,raw_log_file,jitter_from_mean_ms
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,18,30,192,2048,5000.0,10000.0,15608.26,1,1,Urgent [end of text],urgent,urgent,1,0,1748.97,10258.43,10258.43,11096.38,5.65,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_018_1758708172.log,201.503
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,19,30,192,2048,5000.0,10000.0,15224.491,1,1,urgent [end of text],urgent,urgent,1,0,1888.52,10379.32,10379.32,10831.92,5.59,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_019_1758708187.log,182.266
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,20,30,192,2048,5000.0,10000.0,15735.038,1,1,Urgent [end of text],urgent,urgent,1,0,1948.27,10195.68,10195.68,11039.95,5.69,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_020_1758708202.log,328.281
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,21,30,192,2048,5000.0,10000.0,15146.488,1,1,urgent [end of text],urgent,urgent,1,0,1928.47,10312.62,10312.62,10765.2,5.62,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_021_1758708218.log,260.269
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,22,30,192,2048,5000.0,10000.0,15226.82,1,1,urgent [end of text],urgent,urgent,1,0,1933.0,10320.53,10320.53,10777.51,5.62,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_022_1758708233.log,179.937
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,23,30,192,2048,5000.0,10000.0,16125.371,1,1,Urgent [end of text],urgent,urgent,1,0,1901.24,10244.94,10244.94,11607.16,5.66,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_023_1758708248.log,718.614
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,24,30,192,2048,5000.0,10000.0,14623.024,1,1,urgent [end of text],urgent,urgent,1,0,1675.59,10189.34,10189.34,10464.23,5.69,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_024_1758708265.log,783.733
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,25,30,192,2048,5000.0,10000.0,15957.893,1,1,Urgent [end of text],urgent,urgent,1,0,1922.4,10187.02,10187.02,11550.45,5.69,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_025_1758708279.log,551.136
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,26,30,192,2048,5000.0,10000.0,15922.067,1,1,Urgent [end of text],urgent,urgent,1,0,1887.87,10185.56,10185.56,11559.26,5.69,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_026_1758708295.log,515.31
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,27,30,192,2048,5000.0,10000.0,14558.123,1,1,urgent [end of text],urgent,urgent,1,0,1617.58,10154.27,10154.27,10438.32,5.71,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_027_1758708311.log,848.634
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,28,30,192,2048,5000.0,10000.0,15458.287,1,1,urgent [end of text],urgent,urgent,1,0,2010.73,10313.5,10313.5,10766.12,5.62,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_028_1758708326.log,51.53
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,29,30,192,2048,5000.0,10000.0,15581.252,1,1,Urgent [end of text],urgent,urgent,1,0,1750.99,10146.38,10146.38,11036.29,5.72,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_029_1758708341.log,174.495
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,30,30,192,2048,5000.0,10000.0,16158.531,1,1,Urgent [end of text],urgent,urgent,1,0,1987.57,10318.52,10318.52,11682.19,5.62,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_030_1758708357.log,751.774
